ProductID,ProductName,Manufacturer,YearOfManufacture,ProductType,MaterialPlastic,MaterialMetal,MaterialGlass,RecyclabilityScore,CO2Emissions,RepairCost,RepairFrequency,RepairabilityScore,EndOfLifeOption,SupplierLocation
367,Product_367,CompanyA,2020,Electronics,59.50413223140496,10.743801652892563,29.75206611570248,90,156.89035600905663,600.7074420650695,1,2,Recyclable,USA
368,Product_368,CompanyC,2010,Appliances,29.130434782608695,33.47826086956522,37.391304347826086,11,927.8541680214494,108.28040685707808,0,1,Recyclable,Germany
369,Product_369,CompanyA,2004,Clothing,35.26970954356847,31.950207468879665,32.780082987551864,82,117.65319680973657,519.7421231752933,6,2,Hazardous,USA
370,Product_370,CompanyC,2006,Appliances,9.649122807017543,72.80701754385966,17.543859649122805,18,973.8882453186471,649.5265817612427,6,7,Hazardous,USA
371,Product_371,CompanyB,2019,Electronics,4.895104895104895,43.35664335664335,51.74825174825175,24,695.3163588034981,241.49761756689415,0,6,Hazardous,Germany
372,Product_372,CompanyA,2002,Appliances,66.33663366336634,24.752475247524753,8.91089108910891,33,106.82611483904476,598.4900140209733,8,7,Recyclable,USA
373,Product_373,CompanyB,2008,Electronics,57.04697986577181,26.174496644295303,16.778523489932887,37,496.2109628397871,390.0703488663561,0,4,Hazardous,USA
374,Product_374,CompanyB,2009,Clothing,1.3793103448275863,48.275862068965516,50.3448275862069,11,529.2981815435747,746.9662612150785,8,8,Hazardous,China
375,Product_375,CompanyB,2021,Electronics,27.205882352941174,32.35294117647059,40.44117647058824,63,499.2682398945639,834.0069243881037,9,6,Hazardous,Sweden
376,Product_376,CompanyB,2016,Appliances,29.880478087649404,32.27091633466135,37.84860557768924,12,806.6386325762523,650.5972027096755,1,10,Hazardous,Sweden
377,Product_377,CompanyA,2004,Clothing,49.30555555555556,21.52777777777778,29.166666666666668,60,756.0252568745365,57.578907539006856,3,3,Hazardous,Germany
378,Product_378,CompanyC,2023,Clothing,28.708133971291865,25.358851674641148,45.933014354066984,50,135.72173709749603,200.81550963779344,9,3,Hazardous,China
379,Product_379,CompanyA,2003,Clothing,60.71428571428571,10.714285714285714,28.57142857142857,53,488.0178020251102,469.11312466487453,2,7,Hazardous,Sweden
380,Product_380,CompanyA,2018,Electronics,18.421052631578945,68.42105263157895,13.157894736842104,16,299.87423605560474,409.3180721524804,8,1,Hazardous,Germany
381,Product_381,CompanyA,2015,Appliances,33.33333333333333,38.095238095238095,28.57142857142857,73,170.66606377084258,853.9079858267653,3,3,Recyclable,Germany
382,Product_382,CompanyC,2006,Clothing,48.61111111111111,28.47222222222222,22.916666666666664,3,381.56470759641445,967.4472525774179,0,2,Recyclable,USA
383,Product_383,CompanyB,2010,Appliances,1.639344262295082,18.0327868852459,80.32786885245902,6,768.3112526995785,961.0998501509197,4,8,Hazardous,China
384,Product_384,CompanyC,2014,Electronics,24.242424242424242,16.666666666666664,59.09090909090909,60,362.30877487063185,402.8416952813112,3,10,Recyclable,USA
385,Product_385,CompanyC,2014,Appliances,12.878787878787879,21.21212121212121,65.9090909090909,50,217.91465203003304,229.29271723814657,5,1,Hazardous,China
386,Product_386,CompanyC,2008,Clothing,0.0,40.0,60.0,82,465.4202282717922,920.8199373276452,5,8,Recyclable,USA
387,Product_387,CompanyA,2018,Electronics,20.858895705521473,34.96932515337423,44.171779141104295,23,966.4318415170163,244.00118298331125,8,1,Hazardous,China
388,Product_388,CompanyA,2006,Electronics,30.869565217391305,33.47826086956522,35.65217391304348,46,255.9096351041899,431.8355096225873,0,4,Hazardous,China
389,Product_389,CompanyB,2011,Appliances,36.666666666666664,58.333333333333336,5.0,66,191.58713067993787,704.494510337769,2,6,Recyclable,China
390,Product_390,CompanyB,2019,Clothing,40.88050314465409,48.42767295597484,10.69182389937107,24,939.4602765302134,136.42075880473746,7,5,Recyclable,Germany
391,Product_391,CompanyB,2004,Electronics,15.492957746478872,52.816901408450704,31.690140845070424,30,400.29888002679064,946.1837419264293,0,4,Recyclable,Sweden
392,Product_392,CompanyC,2000,Clothing,35.406698564593306,33.49282296650718,31.100478468899524,97,665.6672807811663,304.8960888102174,6,8,Recyclable,China
393,Product_393,CompanyA,2001,Clothing,56.666666666666664,6.666666666666667,36.666666666666664,67,675.1477344227565,329.3651681596262,7,2,Hazardous,Sweden
394,Product_394,CompanyC,2018,Electronics,25.454545454545453,7.2727272727272725,67.27272727272727,45,994.3845087641824,407.7782553080637,0,8,Hazardous,Sweden
395,Product_395,CompanyB,2018,Clothing,39.80582524271845,38.83495145631068,21.35922330097087,22,66.0546438717806,466.1563339388425,5,8,Hazardous,China
396,Product_396,CompanyB,2016,Electronics,42.22222222222222,35.55555555555556,22.22222222222222,71,830.3161784256071,108.29356787818807,0,8,Hazardous,Sweden
397,Product_397,CompanyA,2007,Appliances,27.09677419354839,40.0,32.903225806451616,28,480.23540058890495,238.9500626362723,0,4,Hazardous,USA
398,Product_398,CompanyC,2004,Appliances,47.66839378238342,43.523316062176164,8.808290155440414,32,612.2428332215774,50.44064719626567,2,9,Hazardous,China
399,Product_399,CompanyC,2015,Clothing,45.36082474226804,44.329896907216494,10.309278350515463,43,365.1234190452018,787.3969762512883,5,1,Hazardous,Germany
400,Product_400,CompanyA,2021,Appliances,48.466257668711656,41.717791411042946,9.815950920245399,100,381.82568105861657,955.204630506176,7,4,Recyclable,China
401,Product_401,CompanyC,2018,Appliances,21.50537634408602,24.731182795698924,53.76344086021505,47,462.61985550419865,520.6467169420748,0,5,Recyclable,Germany
402,Product_402,CompanyB,2017,Appliances,32.25806451612903,49.67741935483871,18.064516129032256,77,205.15956511460607,710.114357057393,5,5,Recyclable,Germany
403,Product_403,CompanyC,2012,Appliances,39.473684210526315,50.0,10.526315789473683,4,754.8222113037012,403.9124678493064,2,5,Hazardous,Germany
404,Product_404,CompanyA,2009,Appliances,32.450331125827816,42.384105960264904,25.165562913907287,86,654.3068683456144,608.01359484939,7,4,Recyclable,USA
405,Product_405,CompanyA,2017,Clothing,61.86440677966102,35.59322033898305,2.5423728813559325,91,867.5360681087361,842.5441648604398,8,5,Hazardous,USA
406,Product_406,CompanyB,2017,Clothing,27.230046948356808,38.497652582159624,34.27230046948357,47,528.3958118243235,130.4877318530924,4,7,Hazardous,Sweden
407,Product_407,CompanyC,2010,Electronics,37.5,6.25,56.25,87,381.91340438440216,150.50406637014373,3,2,Hazardous,USA
408,Product_408,CompanyA,2019,Appliances,35.38461538461539,28.46153846153846,36.15384615384615,51,654.8949443717686,636.6751378941564,4,7,Hazardous,China
409,Product_409,CompanyC,2001,Electronics,1.639344262295082,44.26229508196721,54.09836065573771,54,114.62931644644199,87.17498219112767,8,2,Hazardous,China
410,Product_410,CompanyC,2011,Clothing,34.23913043478261,22.82608695652174,42.934782608695656,82,295.1203885122262,145.90875873314786,1,5,Recyclable,USA
411,Product_411,CompanyB,2023,Electronics,8.433734939759036,57.831325301204814,33.734939759036145,4,139.9122176371472,913.1081792760399,2,4,Hazardous,China
412,Product_412,CompanyB,2016,Electronics,42.10526315789473,0.8771929824561403,57.01754385964912,69,169.30712611016537,473.2423524198434,0,8,Recyclable,China
413,Product_413,CompanyC,2016,Electronics,34.32835820895522,16.417910447761194,49.25373134328358,56,611.094871972659,963.2832625239845,1,6,Recyclable,China
414,Product_414,CompanyB,2006,Appliances,49.6551724137931,36.55172413793103,13.793103448275861,100,599.3932944856402,977.9367524832928,2,6,Recyclable,Sweden
415,Product_415,CompanyA,2014,Electronics,25.730994152046783,28.07017543859649,46.198830409356724,24,373.6158312788531,734.164303532883,8,1,Recyclable,Germany
416,Product_416,CompanyC,2006,Clothing,47.97687861271676,46.24277456647399,5.780346820809249,54,772.0234833568688,768.272768543958,0,1,Recyclable,China
417,Product_417,CompanyC,2017,Clothing,4.6875,25.0,70.3125,47,854.6291568511923,301.3103511617895,0,1,Hazardous,USA
418,Product_418,CompanyC,2015,Electronics,70.58823529411765,1.9607843137254901,27.450980392156865,34,887.4344350664009,291.44489816237495,3,9,Recyclable,Sweden
419,Product_419,CompanyC,2006,Electronics,46.96969696969697,3.787878787878788,49.24242424242424,76,301.74709051508654,463.4894555961203,7,8,Recyclable,Germany
420,Product_420,CompanyA,2007,Appliances,27.160493827160494,52.46913580246913,20.37037037037037,61,951.6643908427684,535.4758458386923,8,2,Recyclable,Germany
421,Product_421,CompanyA,2020,Appliances,0.0,55.140186915887845,44.85981308411215,96,392.5727698754751,874.0647520770771,5,9,Hazardous,Sweden
422,Product_422,CompanyC,2003,Electronics,46.06741573033708,47.19101123595505,6.741573033707865,61,457.64779008353935,877.5627034735622,2,9,Hazardous,Sweden
423,Product_423,CompanyA,2002,Electronics,62.5,25.0,12.5,55,739.2906297484482,623.3976681420814,1,10,Hazardous,Germany
424,Product_424,CompanyB,2002,Appliances,22.58064516129032,38.064516129032256,39.35483870967742,91,761.7194253799934,475.3392529434409,8,3,Hazardous,USA
425,Product_425,CompanyB,2022,Appliances,41.3265306122449,37.755102040816325,20.918367346938776,60,816.5893089663389,753.9705018154598,3,6,Recyclable,Sweden
426,Product_426,CompanyC,2008,Electronics,35.2112676056338,11.267605633802818,53.52112676056338,9,366.2364819942924,874.8543019813441,8,1,Hazardous,China
427,Product_427,CompanyB,2001,Appliances,50.264550264550266,5.291005291005291,44.44444444444444,6,358.5038213842029,501.76477068090287,4,2,Hazardous,Germany
428,Product_428,CompanyB,2013,Electronics,30.597014925373134,2.2388059701492535,67.16417910447761,41,621.040365876072,234.40639666393523,1,3,Hazardous,Sweden
429,Product_429,CompanyA,2022,Appliances,51.85185185185185,27.513227513227513,20.634920634920633,3,183.91979524655125,652.4697666266158,4,10,Recyclable,Sweden
430,Product_430,CompanyB,2012,Electronics,51.85185185185185,28.39506172839506,19.753086419753085,88,446.142543742246,158.45763234943715,3,6,Recyclable,China
431,Product_431,CompanyA,2017,Clothing,38.961038961038966,38.52813852813853,22.51082251082251,77,916.7329216450175,338.1023519194734,2,3,Hazardous,China
432,Product_432,CompanyA,2023,Appliances,51.42857142857142,15.714285714285714,32.857142857142854,68,919.2891724140375,633.5515220753368,3,9,Hazardous,China
433,Product_433,CompanyA,2020,Electronics,52.94117647058824,31.372549019607842,15.686274509803921,55,920.7082153107879,569.6608265001697,9,2,Hazardous,China
434,Product_434,CompanyA,2011,Clothing,33.91304347826087,60.86956521739131,5.217391304347826,12,163.48639082738686,570.6275058765697,3,1,Hazardous,China
435,Product_435,CompanyB,2005,Electronics,61.76470588235294,20.588235294117645,17.647058823529413,51,625.1539309053372,601.9268064657141,0,9,Hazardous,China
436,Product_436,CompanyB,2005,Appliances,32.51231527093596,48.76847290640394,18.7192118226601,31,453.6509931882111,993.0756577453039,1,6,Recyclable,Sweden
437,Product_437,CompanyB,2020,Appliances,16.299559471365637,43.61233480176212,40.08810572687225,40,370.2648664683439,692.0121262803548,4,8,Hazardous,Sweden
438,Product_438,CompanyB,2002,Clothing,22.033898305084744,29.66101694915254,48.30508474576271,56,302.95231539227876,340.41891410900536,5,9,Recyclable,USA
439,Product_439,CompanyC,2006,Appliances,52.32558139534884,43.02325581395349,4.651162790697675,51,441.16995866415994,428.6615422792942,0,8,Recyclable,Germany
440,Product_440,CompanyA,2014,Clothing,15.384615384615385,10.256410256410255,74.35897435897436,42,994.9091719413759,440.6292456163712,3,4,Hazardous,Germany
441,Product_441,CompanyB,2016,Clothing,23.404255319148938,39.71631205673759,36.87943262411347,58,782.7675702853267,254.2602397563952,6,8,Hazardous,USA
442,Product_442,CompanyA,2006,Appliances,26.38888888888889,38.425925925925924,35.18518518518518,74,653.1804789951038,405.96553026576214,6,10,Recyclable,USA
443,Product_443,CompanyC,2021,Clothing,66.66666666666666,14.942528735632186,18.39080459770115,1,363.0492955867109,222.4046414317051,4,6,Recyclable,USA
444,Product_444,CompanyA,2014,Appliances,24.793388429752067,37.60330578512397,37.60330578512397,41,708.9304979224042,391.1157696847721,1,10,Hazardous,Germany
445,Product_445,CompanyA,2010,Clothing,24.302788844621514,37.45019920318725,38.24701195219124,72,747.9245174917259,773.424835907057,1,3,Recyclable,Sweden
446,Product_446,CompanyC,2018,Clothing,2.631578947368421,60.526315789473685,36.84210526315789,49,864.3638495826856,100.3410286099797,4,9,Hazardous,China
447,Product_447,CompanyA,2020,Clothing,31.455399061032864,42.72300469483568,25.821596244131456,62,778.7899675903099,133.53078025545506,0,8,Hazardous,USA
448,Product_448,CompanyC,2014,Electronics,23.943661971830984,33.80281690140845,42.25352112676056,92,80.51684857459298,168.4570041121857,7,4,Hazardous,Germany
449,Product_449,CompanyB,2009,Clothing,59.375,39.58333333333333,1.0416666666666665,4,958.4652393193885,543.0226354688166,5,2,Hazardous,USA
450,Product_450,CompanyB,2011,Clothing,29.056603773584904,34.33962264150943,36.60377358490566,7,883.6880387504433,939.7510797902316,7,1,Recyclable,Sweden
451,Product_451,CompanyB,2019,Clothing,92.23300970873787,6.796116504854369,0.9708737864077669,33,530.7168449502137,467.8021178828871,1,1,Recyclable,Sweden
452,Product_452,CompanyC,2004,Appliances,5.88235294117647,54.11764705882353,40.0,27,327.25814650961183,850.3477964760972,5,8,Hazardous,USA
453,Product_453,CompanyB,2018,Electronics,60.86956521739131,8.695652173913043,30.434782608695656,27,725.5809280790425,972.1003096942875,4,1,Hazardous,China
454,Product_454,CompanyA,2005,Electronics,52.77777777777778,47.22222222222222,0.0,98,704.5422505416042,651.7296220626185,9,4,Recyclable,USA
455,Product_455,CompanyB,2015,Appliances,19.07514450867052,28.901734104046245,52.02312138728323,99,290.2269289120975,731.8953308494066,0,5,Recyclable,Germany
456,Product_456,CompanyC,2008,Appliances,32.93413173652694,49.101796407185624,17.964071856287426,48,724.074404136383,65.4842411639185,6,2,Recyclable,Sweden
457,Product_457,CompanyB,2012,Electronics,37.634408602150536,23.655913978494624,38.70967741935484,21,503.53393056676157,742.9863109820368,5,1,Hazardous,USA
458,Product_458,CompanyB,2000,Clothing,20.47244094488189,70.07874015748031,9.448818897637794,50,661.2270184576315,440.82581453658213,8,5,Recyclable,USA
459,Product_459,CompanyA,2019,Appliances,9.523809523809524,47.61904761904761,42.857142857142854,3,901.8215629131682,589.216655302486,3,9,Recyclable,USA
460,Product_460,CompanyC,2015,Appliances,19.2090395480226,51.9774011299435,28.8135593220339,83,437.5302091741655,208.55634903973876,5,1,Hazardous,Germany
461,Product_461,CompanyC,2008,Clothing,39.224137931034484,26.29310344827586,34.48275862068966,23,298.0197926407037,977.0482081148035,4,5,Hazardous,USA
462,Product_462,CompanyC,2015,Clothing,36.53846153846153,20.51282051282051,42.94871794871795,38,225.00086010175258,387.51751265575604,6,6,Recyclable,USA
463,Product_463,CompanyA,2018,Appliances,41.55251141552511,24.200913242009133,34.24657534246575,95,206.12907786200705,839.961527167349,7,2,Recyclable,China
464,Product_464,CompanyB,2000,Electronics,1.3513513513513513,48.64864864864865,50.0,1,274.28488361795996,797.4262784552253,0,10,Recyclable,Germany
465,Product_465,CompanyA,2013,Clothing,13.861386138613863,31.683168316831683,54.45544554455446,35,317.8680299575564,615.3892314847695,3,9,Hazardous,Sweden
466,Product_466,CompanyA,2018,Appliances,37.142857142857146,55.23809523809524,7.6190476190476195,45,899.860174795345,633.4476621701659,8,1,Recyclable,China
467,Product_467,CompanyB,2020,Clothing,47.45762711864407,11.299435028248588,41.24293785310734,50,993.1183048781578,336.5234605127141,5,4,Hazardous,China
468,Product_468,CompanyC,2010,Electronics,77.60000000000001,17.599999999999998,4.8,33,270.0876843702132,766.284178044791,1,7,Hazardous,Germany
469,Product_469,CompanyC,2013,Clothing,36.18090452261307,34.17085427135678,29.64824120603015,19,735.6985070404485,363.39222213525267,2,8,Recyclable,Sweden
470,Product_470,CompanyB,2008,Clothing,15.555555555555555,24.444444444444443,60.0,52,846.3316287711862,199.83724792176525,0,8,Recyclable,USA
471,Product_471,CompanyB,2020,Appliances,36.134453781512605,26.05042016806723,37.81512605042017,71,387.12230357420566,192.41930307414734,5,6,Recyclable,Sweden
472,Product_472,CompanyC,2011,Electronics,36.61971830985916,5.633802816901409,57.74647887323944,79,587.2801322076797,99.76458709378355,1,5,Recyclable,Sweden
473,Product_473,CompanyB,2016,Clothing,19.35483870967742,7.526881720430108,73.11827956989248,58,868.7258722049188,259.8208549461521,1,5,Recyclable,Sweden
474,Product_474,CompanyB,2001,Electronics,0.9259259259259258,71.29629629629629,27.77777777777778,74,414.6413957477151,465.7399894335803,3,10,Hazardous,Germany
475,Product_475,CompanyC,2015,Electronics,18.779342723004692,42.25352112676056,38.967136150234744,98,65.01747267386651,380.8480436656317,7,8,Recyclable,Germany
476,Product_476,CompanyC,2005,Clothing,60.509554140127385,9.554140127388536,29.936305732484076,100,890.7962388328768,864.0129303481193,6,6,Hazardous,USA
477,Product_477,CompanyC,2016,Electronics,9.523809523809524,76.19047619047619,14.285714285714285,61,417.7823573688831,524.6731280652994,8,8,Hazardous,China
478,Product_478,CompanyA,2006,Electronics,22.0,1.0,77.0,23,855.4042725349965,633.3956142152974,6,4,Hazardous,USA
479,Product_479,CompanyC,2010,Appliances,61.19402985074627,15.671641791044777,23.134328358208954,21,737.5183829492888,960.5942411453784,6,9,Hazardous,Sweden
480,Product_480,CompanyC,2023,Clothing,38.059701492537314,34.32835820895522,27.611940298507463,38,797.3738066657628,163.12974259377773,8,9,Recyclable,Germany
481,Product_481,CompanyA,2008,Appliances,9.722222222222223,0.0,90.27777777777779,23,655.4626234127074,541.9358528809885,5,5,Recyclable,Sweden
482,Product_482,CompanyC,2023,Appliances,0.0,43.604651162790695,56.395348837209305,96,91.82053404307504,997.8345882783648,3,1,Recyclable,USA
483,Product_483,CompanyA,2006,Electronics,53.246753246753244,29.87012987012987,16.883116883116884,49,540.4298912934734,318.7690561677206,2,7,Recyclable,Sweden
484,Product_484,CompanyC,2014,Electronics,42.30769230769231,50.96153846153846,6.730769230769231,26,83.83214689220222,256.35842278378175,4,7,Hazardous,Germany
485,Product_485,CompanyB,2006,Electronics,11.475409836065573,63.934426229508205,24.59016393442623,72,661.398386035472,559.3255147353775,2,2,Hazardous,China
486,Product_486,CompanyC,2022,Clothing,11.65644171779141,48.466257668711656,39.87730061349693,78,147.16154865376492,210.7358701317653,2,3,Hazardous,Germany
487,Product_487,CompanyB,2012,Appliances,17.050691244239633,45.622119815668206,37.327188940092164,19,934.2015195482148,478.27719218868145,0,10,Hazardous,China
488,Product_488,CompanyC,2005,Clothing,36.72316384180791,19.774011299435028,43.50282485875706,11,731.2725129463039,112.01642503816795,8,9,Recyclable,China
489,Product_489,CompanyB,2009,Electronics,85.24590163934425,1.639344262295082,13.114754098360656,19,903.2120893354829,180.6929422248107,7,4,Hazardous,Germany
490,Product_490,CompanyC,2022,Appliances,13.076923076923078,47.69230769230769,39.23076923076923,63,793.7486830274606,193.93271232467154,9,6,Hazardous,Germany
491,Product_491,CompanyA,2000,Electronics,1.1111111111111112,44.44444444444444,54.44444444444444,77,659.0566244497611,426.0385746841807,0,3,Hazardous,China
492,Product_492,CompanyA,2012,Clothing,12.5,83.92857142857143,3.571428571428571,41,674.7783163134635,50.72538697562541,8,6,Hazardous,Germany
493,Product_493,CompanyA,2010,Electronics,52.98507462686567,10.44776119402985,36.56716417910448,89,196.51165341052987,447.8266445230874,7,3,Hazardous,Sweden
494,Product_494,CompanyA,2000,Electronics,46.96969696969697,5.303030303030303,47.72727272727273,11,160.1900102667816,833.7705283629442,2,2,Recyclable,USA
495,Product_495,CompanyB,2012,Electronics,31.182795698924732,27.956989247311824,40.86021505376344,63,818.1155971579481,296.7005886310742,1,2,Hazardous,China
496,Product_496,CompanyA,2010,Appliances,48.30508474576271,11.016949152542372,40.67796610169492,86,500.647045382694,927.4083566853735,6,8,Hazardous,China
497,Product_497,CompanyA,2002,Electronics,29.496402877697843,37.410071942446045,33.093525179856115,53,65.21255281643866,164.8639024400586,8,1,Recyclable,USA
498,Product_498,CompanyB,2013,Clothing,62.745098039215684,17.647058823529413,19.607843137254903,90,854.3176492261857,802.912381543994,1,5,Recyclable,Germany
499,Product_499,CompanyA,2002,Appliances,50.0,1.5957446808510638,48.40425531914894,77,97.45980337218339,881.7967157855287,8,7,Hazardous,China
500,Product_500,CompanyA,2009,Clothing,40.20618556701031,26.804123711340207,32.98969072164948,82,444.0856586701685,689.7151889085872,9,2,Hazardous,Germany
501,Product_501,CompanyC,2002,Appliances,48.0,9.6,42.4,27,876.8021420545164,363.18235107612554,9,6,Recyclable,China
502,Product_502,CompanyA,2005,Electronics,1.7094017094017095,52.13675213675214,46.15384615384615,59,645.5077766362767,208.6136613130391,5,9,Recyclable,China
503,Product_503,CompanyB,2018,Appliances,21.052631578947366,57.89473684210527,21.052631578947366,27,481.0105567690933,737.6143859517732,3,3,Hazardous,USA
504,Product_504,CompanyC,2012,Electronics,7.746478873239436,37.32394366197183,54.929577464788736,25,267.8656055884183,113.19983961375496,6,4,Recyclable,Sweden
505,Product_505,CompanyB,2002,Electronics,15.217391304347828,63.04347826086957,21.73913043478261,82,785.8742522927295,513.7221834576195,4,5,Hazardous,Sweden
506,Product_506,CompanyC,2013,Electronics,8.571428571428571,57.14285714285714,34.285714285714285,90,401.81542507032816,186.8040550895984,3,6,Recyclable,Sweden
507,Product_507,CompanyA,2006,Clothing,7.83132530120482,35.54216867469879,56.62650602409639,48,490.91075235494804,77.42316704593946,5,6,Hazardous,China
508,Product_508,CompanyB,2010,Appliances,19.597989949748744,44.72361809045226,35.678391959798994,70,468.4070582773975,802.4591211552836,1,4,Hazardous,Sweden
509,Product_509,CompanyB,2000,Appliances,8.16326530612245,21.428571428571427,70.40816326530613,69,788.268153889011,180.06578450523065,7,1,Hazardous,Germany
510,Product_510,CompanyC,2013,Electronics,35.82089552238806,34.82587064676617,29.35323383084577,16,431.78211120203264,576.6463784051793,4,5,Recyclable,USA
511,Product_511,CompanyB,2000,Clothing,9.782608695652174,32.608695652173914,57.608695652173914,23,67.67651019502979,570.7249108642994,6,5,Recyclable,Sweden
512,Product_512,CompanyA,2014,Appliances,13.526570048309178,38.64734299516908,47.82608695652174,37,113.55003997256733,52.76884371638309,5,3,Hazardous,China
513,Product_513,CompanyB,2010,Appliances,56.52173913043478,42.028985507246375,1.4492753623188406,65,260.3456959956533,65.93324930903158,4,8,Recyclable,Sweden
514,Product_514,CompanyA,2021,Clothing,21.34831460674157,26.96629213483146,51.68539325842697,74,955.166630988725,991.9530554746489,0,10,Hazardous,Germany
515,Product_515,CompanyA,2008,Clothing,18.181818181818183,18.181818181818183,63.63636363636363,29,294.66921710754343,798.7315865799429,5,5,Recyclable,Germany
516,Product_516,CompanyA,2007,Electronics,50.53763440860215,19.892473118279568,29.56989247311828,40,784.8934954340502,209.32116000933445,3,3,Hazardous,China
517,Product_517,CompanyB,2008,Clothing,21.818181818181817,7.2727272727272725,70.9090909090909,77,547.672019403946,423.65005420583026,8,10,Recyclable,China
518,Product_518,CompanyB,2020,Clothing,45.604395604395606,37.91208791208791,16.483516483516482,63,969.292565087857,118.31205448404363,4,8,Recyclable,Germany
519,Product_519,CompanyC,2016,Electronics,35.483870967741936,13.548387096774196,50.967741935483865,75,283.689818135627,825.1171463661457,7,6,Recyclable,USA
520,Product_520,CompanyA,2019,Appliances,53.459119496855344,8.176100628930817,38.36477987421384,94,888.3554137806832,475.31330289394214,2,1,Hazardous,Sweden
521,Product_521,CompanyB,2019,Appliances,36.92307692307693,58.46153846153847,4.615384615384616,62,122.74499701703733,400.4701006036893,8,5,Recyclable,Sweden
522,Product_522,CompanyB,2010,Electronics,52.406417112299465,12.299465240641712,35.294117647058826,52,563.8786955972708,537.0465092033244,3,8,Hazardous,USA
523,Product_523,CompanyB,2018,Appliances,67.15328467153284,8.75912408759124,24.087591240875913,23,105.11693062352145,513.9821964386592,6,2,Recyclable,China
524,Product_524,CompanyC,2002,Clothing,13.986013986013987,17.482517482517483,68.53146853146853,73,207.37212061263767,312.66221257718155,2,1,Recyclable,Sweden
525,Product_525,CompanyB,2017,Appliances,45.18072289156627,10.240963855421686,44.57831325301205,61,338.0877095224565,600.9450211239591,2,7,Recyclable,Sweden
526,Product_526,CompanyC,2002,Electronics,32.743362831858406,23.451327433628318,43.80530973451327,54,342.1517821769954,375.9820357451152,2,6,Recyclable,Germany
527,Product_527,CompanyA,2019,Clothing,30.0,21.428571428571427,48.57142857142857,29,946.7242356231909,102.83226536226769,2,3,Hazardous,Sweden
528,Product_528,CompanyA,2011,Clothing,19.858156028368796,55.319148936170215,24.822695035460992,51,52.4538094414556,634.0601032660148,6,4,Recyclable,Sweden
529,Product_529,CompanyB,2011,Clothing,48.734177215189874,2.5316455696202533,48.734177215189874,8,925.5462746602318,729.1054560340768,7,3,Hazardous,Germany
530,Product_530,CompanyB,2000,Electronics,6.779661016949152,8.47457627118644,84.7457627118644,38,126.40092891908273,75.62672982760877,7,4,Hazardous,Sweden
531,Product_531,CompanyB,2013,Electronics,20.454545454545457,19.696969696969695,59.84848484848485,78,733.1312618731889,577.7075014773159,7,9,Recyclable,Sweden
532,Product_532,CompanyB,2007,Appliances,1.7241379310344827,55.74712643678161,42.5287356321839,13,89.60155252851087,364.7787741255475,4,5,Hazardous,Sweden
533,Product_533,CompanyB,2020,Electronics,48.62385321100918,32.11009174311927,19.26605504587156,16,664.7790288077679,79.82824945367047,2,6,Hazardous,China
534,Product_534,CompanyA,2014,Clothing,47.651006711409394,15.436241610738255,36.91275167785235,16,224.47326084803538,180.52748053329162,5,10,Hazardous,China
535,Product_535,CompanyB,2017,Appliances,11.76470588235294,36.76470588235294,51.470588235294116,87,263.6911649757943,332.1274751128596,0,4,Hazardous,Germany
536,Product_536,CompanyC,2008,Electronics,18.115942028985508,28.26086956521739,53.62318840579711,29,399.45133721916454,953.3313329183732,1,1,Recyclable,USA
537,Product_537,CompanyC,2021,Appliances,6.486486486486487,46.48648648648649,47.02702702702703,26,389.5794288134738,182.88744039986534,5,2,Recyclable,China
538,Product_538,CompanyC,2009,Electronics,64.1891891891892,33.78378378378378,2.027027027027027,80,98.27999319827128,799.6031209311815,1,4,Hazardous,China
539,Product_539,CompanyC,2021,Clothing,40.243902439024396,25.609756097560975,34.146341463414636,93,717.5000280466867,947.0413248259413,1,9,Hazardous,China
540,Product_540,CompanyA,2006,Appliances,27.200000000000003,66.4,6.4,73,189.17123301692743,558.4574985259367,3,7,Hazardous,Germany
541,Product_541,CompanyB,2017,Clothing,54.347826086956516,11.956521739130435,33.69565217391305,30,386.6589336590477,411.1839946292905,3,4,Hazardous,Sweden
542,Product_542,CompanyB,2023,Electronics,55.00000000000001,17.0,28.000000000000004,44,564.4834060324644,844.7313971340886,2,5,Recyclable,China
543,Product_543,CompanyB,2009,Clothing,39.85507246376812,11.594202898550725,48.55072463768116,79,949.5976742892452,760.2483181920718,6,1,Hazardous,Sweden
544,Product_544,CompanyC,2015,Electronics,52.293577981651374,22.93577981651376,24.770642201834864,88,620.1657086135936,405.35618888465876,8,9,Hazardous,Germany
545,Product_545,CompanyA,2000,Appliances,16.666666666666664,18.75,64.58333333333334,72,831.7330236104355,784.9176063229236,5,5,Recyclable,USA
546,Product_546,CompanyC,2010,Electronics,20.37037037037037,45.370370370370374,34.25925925925926,50,955.7051966595875,396.5367255929677,8,6,Recyclable,Germany
547,Product_547,CompanyB,2011,Electronics,15.74074074074074,47.22222222222222,37.03703703703704,92,684.48274059874,397.30051007521985,5,10,Hazardous,Germany
548,Product_548,CompanyA,2008,Clothing,26.845637583892618,36.241610738255034,36.91275167785235,37,649.631158968611,213.98325349766526,2,7,Recyclable,China
549,Product_549,CompanyA,2007,Appliances,45.05494505494506,5.4945054945054945,49.45054945054945,47,99.0347377684541,659.4021055925726,7,2,Recyclable,China
